"","AOI.Name","Trial","Stimulus","Category.Group","Index","Event.Start.Trial.Time","Event.End.Trial.Time","Event.Duration","Participant"
"28967","White Space",27,"Folie18.jpg","Eye",8,3552,3704.5,141.9,"p19"
"28968","Grid",5,"Folie12.jpg","Eye",10,3432,3532.2,142,"p19"
"28969","Target Word",19,"Folie2.jpg","Eye",19,5371.2,7470.5,1803.7,"p19"
"28970","Grid",20,"Folie29.jpg","Eye",17,6774.2,7340.3,660.2,"p19"
"28971","Grid",7,"Folie26.jpg","Eye",5,2274.4,2399.5,125.3,"p19"
"28972","Grid",5,"Folie12.jpg","Eye",15,4091.6,4293.8,208.8,"p19"
"28973",NA,9,"Folie16.jpg","Eye",24,7443.7,7469.6,8.3,"p19"
"28974","Grid",16,"Folie27.jpg","Eye",15,4255.4,4604,425.6,"p19"
"28975",NA,27,"Folie18.jpg","Eye",11,3334.7,3332.2,8.4,"p19"
"28976","Fixation",25,"Folie28.jpg","Eye",4,616.2,2067.7,1439.9,"p19"
"28977","Grid",26,"Folie5.jpg","Eye",16,6722.4,7014.2,258.8,"p19"
"28978","Fixation",29,"Folie15.jpg","Eye",5,1249,1379.5,258.9,"p19"
"28979","Grid",18,"Folie11.jpg","Eye",4,1103.2,1183.9,125.3,"p19"
"28980","Grid",18,"Folie11.jpg","Eye",8,2338.7,2488.3,142,"p19"
"28981",NA,21,"Folie10.jpg","Eye",4,6855.5,8005,417.5,"p19"
"28982","Grid",21,"Folie10.jpg","Eye",8,3204.6,3283.5,100.2,"p19"
"28983",NA,18,"Folie11.jpg","Eye",16,8727.2,8732.4,50.1,"p19"
"28984","Grid",23,"Folie14.jpg","Eye",22,6652,6917.2,250.8,"p19"
"28985","Grid",12,"Folie4.jpg","Eye",18,5643,5995.5,350.8,"p19"
"28986","Grid",4,"Folie24.jpg","Eye",19,4647.5,4824.9,142,"p19"
"28987","Target Word",8,"Folie22.jpg","Information",1,0,244.5,239.7,"p19"
"28988",NA,5,"Folie12.jpg","Eye",30,7031.1,7140.8,125.3,"p19"
"28989",NA,8,"Folie22.jpg","Eye",2,451.5,454.2,17,"p19"
"28990","Grid",4,"Folie24.jpg","Eye",19,4666.3,4814.5,141.9,"p19"
"28991",NA,21,"Folie10.jpg","Eye",4,1122.2,1131.8,8.4,"p19"
"28992",NA,4,"Folie24.jpg","Eye",21,5151.2,5182,8.4,"p19"
"28993",NA,26,"Folie5.jpg","Eye",23,19917.3,20093.8,8.4,"p19"
"28994","Target Word",13,"Folie7.jpg","Eye",6,2387.2,2581.4,208.9,"p19"
"28995","Grid",24,"Folie21.jpg","Eye",6,2251.4,2349.3,83.6,"p19"
"28996","Grid",17,"Folie1.jpg","Eye",14,5190,5488,334.1,"p19"
"28997","Grid",23,"Folie14.jpg","Eye",11,3349.6,3562,217,"p19"
"28998","Grid",18,"Folie11.jpg","Eye",81,42103.9,42596.6,317.4,"p19"
"28999",NA,4,"Folie24.jpg","Eye",3,1511.2,1512.1,41.8,"p19"
"29000","Grid",6,"Folie9.jpg","Eye",8,2699.7,3207.9,467.6,"p19"
"29001","Grid",21,"Folie10.jpg","Eye",12,3908.7,4211.9,409.1,"p19"
"29002","Grid",26,"Folie5.jpg","Eye",32,8794.4,9084.4,200.4,"p19"
"29003",NA,8,"Folie22.jpg","Eye",30,7524.4,7540,8.4,"p19"
"29004","Grid",26,"Folie5.jpg","Eye",21,7300,7707.5,432.2,"p19"
"29005","Grid",7,"Folie26.jpg","Eye",7,2611.7,3216.5,467.6,"p19"
"29006",NA,26,"Folie5.jpg","Eye",8,2755.4,2792.7,33.4,"p19"
"29007",NA,30,"Folie17.jpg","Eye",1,4862.5,5330.6,476,"p19"
"29008",NA,16,"Folie27.jpg","Eye",9,3711.8,3761.2,8.4,"p19"
"29009",NA,18,"Folie11.jpg","Eye",46,25508.2,25533.3,33.4,"p19"
"29010","Target Word",25,"Folie28.jpg","Eye",1,8.2,225.3,217.1,"p19"
"29011",NA,23,"Folie14.jpg","Eye",2,4111,4503.3,500.8,"p19"
"29012","Grid",23,"Folie14.jpg","Eye",12,4760.8,5863.5,1244.2,"p19"
"29013",NA,9,"Folie16.jpg","Eye",3,1298,1423.5,8.4,"p19"
"29014","Grid",12,"Folie4.jpg","Eye",10,3432,3576.3,175.3,"p19"
"29015",NA,14,"Folie20.jpg","Eye",15,5086.3,5092.7,16.7,"p19"
"29016","Grid",23,"Folie14.jpg","Eye",12,5970.1,6222.3,275.7,"p19"
"29017","Grid",27,"Folie18.jpg","Eye",10,3594.6,3767.9,183.7,"p19"
"29018",NA,3,"Folie25.jpg","Eye",11,4173.2,4195.5,8.4,"p19"
"29019",NA,17,"Folie1.jpg","Eye",18,5842.8,5859.7,8.4,"p19"
"29020",NA,3,"Folie25.jpg","Eye",25,8968.5,8976.8,8.4,"p19"
"29021",NA,6,"Folie9.jpg","Eye",16,5429.4,5436.1,16.7,"p19"
"29022","Grid",3,"Folie25.jpg","Eye",5,2260.6,2344.5,83.5,"p19"
"29023",NA,29,"Folie15.jpg","Eye",20,6102.9,6104.4,16.7,"p19"
"29024","Grid",25,"Folie28.jpg","Eye",9,3163.2,3378.7,217.2,"p19"
"29025",NA,24,"Folie21.jpg","Eye",24,5662.3,5652.9,8.4,"p19"
"29026",NA,30,"Folie17.jpg","Eye",25,8227.1,8232.7,8.4,"p19"
"29027",NA,22,"Folie13.jpg","Eye",1,227.4,312.2,99.8,"p19"
"29028","Grid",6,"Folie9.jpg","Information",5,2256.6,2329.8,66.8,"p19"
"29029",NA,6,"Folie9.jpg","Eye",9,3175.6,3193.3,33.4,"p19"
"29030","Grid",11,"Folie30.jpg","Eye",32,8329.5,8564.1,258.6,"p19"
"29031","Fixation",12,"Folie4.jpg","Information",1,0,NA,NA,"p19"
"29032",NA,29,"Folie15.jpg","Eye",20,8652.1,8691.4,8.4,"p19"
"29033",NA,24,"Folie21.jpg","Eye",25,8999.4,9018.4,8.3,"p19"
"29034","Grid",11,"Folie30.jpg","Eye",15,4659.1,4732.5,75.2,"p19"
"29035","Grid",16,"Folie27.jpg","Eye",5,2271.8,2435.3,144.6,"p19"
"29036","Grid",17,"Folie1.jpg","Eye",19,7085.6,7286.1,192,"p19"
"29037","Target Word",24,"Folie21.jpg","Eye",5,2690.5,2931.8,242.1,"p19"
"29038","Grid",25,"Folie28.jpg","Eye",8,2631,2828.9,200.4,"p19"
"29039",NA,22,"Folie13.jpg","Eye",4,1041.2,1069.5,8.3,"p19"
"29040",NA,18,"Folie11.jpg","Eye",21,6215,6272.8,16.7,"p19"
"29041","Grid",21,"Folie10.jpg","Eye",20,6090.6,6262.6,125.3,"p19"
"29042",NA,16,"Folie27.jpg","Eye",2,6785.9,6845.2,500.7,"p19"
"29043",NA,28,"Folie6.jpg","Eye",11,3754.5,3777.2,8.3,"p19"
"29044","Grid",29,"Folie15.jpg","Eye",19,5201.4,5282.6,133.6,"p19"
"29045","Fixation",14,"Folie20.jpg","Eye",17,8145,9084.9,743.4,"p19"
"29046","Grid",10,"Folie23.jpg","Eye",6,1795.5,2260.6,492.5,"p19"
"29047",NA,16,"Folie27.jpg","Eye",13,5497.8,5503.8,8.4,"p19"
"29048",NA,22,"Folie13.jpg","Eye",16,6424.9,6442.3,8.4,"p19"
"29049",NA,19,"Folie2.jpg","Eye",15,6226.8,6261.3,16.7,"p19"
"29050","Grid",9,"Folie16.jpg","Eye",12,4945.1,6168.5,1411.1,"p19"
"29051",NA,3,"Folie25.jpg","Eye",8,2886.9,2905.7,16.7,"p19"
"29052","Grid",23,"Folie14.jpg","Eye",14,4414.1,4590.3,158.6,"p19"
"29053",NA,12,"Folie4.jpg","Eye",10,3364.2,3409.6,16.7,"p19"
"29054",NA,25,"Folie28.jpg","Eye",9,3678.9,3711.5,33.4,"p19"
"29055",NA,12,"Folie4.jpg","Eye",4,1420.1,1461.9,41.8,"p19"
"29056","Grid",18,"Folie11.jpg","Eye",16,6013.8,6196.3,200.4,"p19"
"29057","Fixation",17,"Folie1.jpg","Eye",2,247.4,659.4,409.3,"p19"
"29058",NA,30,"Folie17.jpg","Eye",8,3489.9,3511.4,8.3,"p19"
"29059","Grid",16,"Folie27.jpg","Eye",12,4228.3,4871.2,601.2,"p19"
"29060","Grid",28,"Folie6.jpg","Eye",20,5022.3,5118.9,83.5,"p19"
"29061","Grid",15,"Folie8.jpg","Eye",21,7475.7,7649.1,158.7,"p19"
"29062",NA,11,"Folie30.jpg","Eye",9,3600.5,3616.2,33.4,"p19"
"29063","Grid",7,"Folie26.jpg","Eye",18,8026.8,8106.5,116.9,"p19"
"29064",NA,9,"Folie16.jpg","Eye",11,4305.6,4328.8,41.8,"p19"
"29065","Fixation",14,"Folie20.jpg","Eye",16,5171.8,5383.7,500.9,"p19"
"29066",NA,28,"Folie6.jpg","Eye",21,7811.7,7808.2,66.8,"p19"
"29067",NA,18,"Folie11.jpg","Eye",18,4919,4924.3,25,"p19"
"29068","Grid",12,"Folie4.jpg","Eye",14,5020.4,5137.2,66.9,"p19"
"29069","Grid",19,"Folie2.jpg","Eye",19,6874.8,7292.9,426.1,"p19"
"29070","Grid",25,"Folie28.jpg","Eye",26,6256.6,6555.3,325.6,"p19"
"29071","Fixation",26,"Folie5.jpg","Eye",32,8542.3,8885.6,267.2,"p19"
"29072",NA,28,"Folie6.jpg","Eye",15,5216.9,5220,8.4,"p19"
"29073",NA,28,"Folie6.jpg","Eye",12,3860.3,3893.5,16.7,"p19"
"29074",NA,26,"Folie5.jpg","Eye",1,4916.4,5314,500.7,"p19"
"29075","Fixation",8,"Folie22.jpg","Eye",6,1206,1431.6,233.8,"p19"
"29076","Grid",5,"Folie12.jpg","Eye",6,2311.8,2388.5,83.5,"p19"
"29077","White Space",3,"Folie25.jpg","Eye",4,2281.6,2376,75.2,"p19"
"29078",NA,16,"Folie27.jpg","Eye",7,1705.1,1898.3,242,"p19"
"29079","Target Word",25,"Folie28.jpg","Eye",19,6191.9,6694.7,442.5,"p19"
"29080",NA,3,"Folie25.jpg","Eye",6,2223.9,2256,16.7,"p19"
"29081","Grid",7,"Folie26.jpg","Eye",12,3351.9,3572.1,217,"p19"
"29082","Grid",24,"Folie21.jpg","Eye",21,7272.4,7806.7,504.4,"p19"
"29083",NA,28,"Folie6.jpg","Eye",24,9031.2,9074.3,53.2,"p19"
"29084",NA,30,"Folie17.jpg","Eye",5,2670.5,2721.6,50.1,"p19"
"29085",NA,12,"Folie4.jpg","Eye",22,5578.7,5597.2,16.7,"p19"
"29086",NA,26,"Folie5.jpg","Eye",10,3622.6,3643.5,8.4,"p19"
"29087",NA,12,"Folie4.jpg","Eye",9,3151.9,3167.4,16.7,"p19"
"29088",NA,16,"Folie27.jpg","Eye",32,8862.1,8889.1,41.8,"p19"
"29089",NA,30,"Folie17.jpg","Eye",7,2878.7,2913.6,16.7,"p19"
"29090",NA,2,"Folie3.jpg","Eye",14,6166.1,6221.3,108.6,"p19"
"29091","Grid",6,"Folie9.jpg","Eye",14,5213.9,5621,409,"p19"
"29092","Grid",5,"Folie12.jpg","Eye",32,8570.3,8974.8,392.4,"p19"
"29093",NA,22,"Folie13.jpg","Eye",9,4007.2,4040,33.4,"p19"
"29094",NA,2,"Folie3.jpg","Eye",1,257.3,296.1,8.4,"p19"
"29095",NA,18,"Folie11.jpg","Eye",89,45713.3,45327.3,16.7,"p19"
"29096","Grid",20,"Folie29.jpg","Eye",8,4328.3,4613.2,200.3,"p19"
"29097",NA,19,"Folie2.jpg","Eye",5,2244.5,2283,33.4,"p19"
"29098","Grid",22,"Folie13.jpg","Eye",30,8752.3,9088.9,309,"p19"
"29099",NA,25,"Folie28.jpg","Eye",11,3403.6,3420.4,16.7,"p19"
"29100",NA,9,"Folie16.jpg","Eye",7,3119.9,3130.4,8.4,"p19"
"29101",NA,7,"Folie26.jpg","Eye",19,5949.5,5968.5,50.1,"p19"
"29102",NA,26,"Folie5.jpg","Eye",12,4269.2,4290.1,25,"p19"
"29103","Target Word",25,"Folie28.jpg","Eye",8,2589.3,2772.1,200.5,"p19"
"29104",NA,24,"Folie21.jpg","Eye",19,6571.6,6599,16.5,"p19"
"29105",NA,20,"Folie29.jpg","Eye",3,781.7,942.1,167,"p19"
"29106","Grid",6,"Folie9.jpg","Eye",26,7684.4,7903.2,200.5,"p19"
"29107","Grid",7,"Folie26.jpg","Information",18,5572.8,5973.6,383.9,"p19"
"29108","Grid",2,"Folie3.jpg","Eye",18,7023.7,7283.7,217.1,"p19"
"29109",NA,15,"Folie8.jpg","Eye",12,3937,3923.5,8.4,"p19"
"29110",NA,6,"Folie9.jpg","Eye",21,7811.3,7830.5,16.7,"p19"
"29111",NA,10,"Folie23.jpg","Eye",17,3649.2,3655,16.7,"p19"
"29112","Grid",21,"Folie10.jpg","Eye",13,3749.3,3965.9,217.1,"p19"
"29113",NA,27,"Folie18.jpg","Eye",19,6471.6,6490.3,8.4,"p19"
"29114",NA,10,"Folie23.jpg","Eye",18,7944.8,7960.8,25,"p19"
"29115","Fixation",15,"Folie8.jpg","Eye",20,8755.2,9092.1,250.6,"p19"
"29116","Grid",14,"Folie20.jpg","Eye",16,3924.9,4006.9,91.8,"p19"
"29117",NA,20,"Folie29.jpg","Eye",16,4429.4,4489.3,33.4,"p19"
"29118",NA,7,"Folie26.jpg","Eye",19,7426.6,7430.2,33.4,"p19"
"29119","Grid",20,"Folie29.jpg","Eye",5,1816.2,1924,83.5,"p19"
"29120",NA,11,"Folie30.jpg","Eye",11,4590.3,4582,25,"p19"
"29121","Grid",15,"Folie8.jpg","Eye",16,4242.2,4470.4,175.5,"p19"
"29122","Grid",6,"Folie9.jpg","Eye",25,7894.5,7980.1,83.5,"p19"
"29123","Fixation",12,"Folie4.jpg","Eye",23,7979.9,8144.5,125.3,"p19"
"29124",NA,24,"Folie21.jpg","Eye",27,8846.6,8863,8.4,"p19"
"29125","Grid",30,"Folie17.jpg","Eye",13,4369.6,4669,320.7,"p19"
"29126",NA,5,"Folie12.jpg","Eye",17,4804.2,4855.8,41.8,"p19"
"29127","Grid",5,"Folie12.jpg","Eye",13,4332.2,4496.9,167,"p19"
"29128",NA,28,"Folie6.jpg","Eye",5,2135.7,2139,8.4,"p19"
"29129","Grid",25,"Folie28.jpg","Eye",21,6884.2,7014.6,151.3,"p19"
"29130","Grid",11,"Folie30.jpg","Eye",32,8605,9028.3,417.3,"p19"
"29131","Target Word",27,"Folie18.jpg","Eye",7,2381.4,2605.1,250.5,"p19"
"29132","Fixation",6,"Folie9.jpg","Eye",3,486.8,1271.8,793.5,"p19"
"29133","Target Word",4,"Folie24.jpg","Eye",23,6119.1,6349.7,233.8,"p19"
"29134","Grid",2,"Folie3.jpg","Eye",28,8489.2,8812.1,275.6,"p19"
"29135","Grid",21,"Folie10.jpg","Eye",7,1416.1,1603.7,271.6,"p19"
"29136","Grid",16,"Folie27.jpg","Eye",17,4160.8,4530.6,492.6,"p19"
"29137","Grid",27,"Folie18.jpg","Eye",6,2251.4,2440.3,208.7,"p19"
"29138",NA,27,"Folie18.jpg","Eye",7,2582.9,2655.8,33.4,"p19"
"29139",NA,28,"Folie6.jpg","Eye",19,6973.3,7017.3,33.4,"p19"
"29140","Grid",7,"Folie26.jpg","Eye",2,342.7,552.8,167,"p19"
"29141",NA,15,"Folie8.jpg","Eye",18,5153.8,5171.5,25,"p19"
"29142",NA,2,"Folie3.jpg","Eye",4,2234.3,2289.7,50.1,"p19"
"29143","Grid",28,"Folie6.jpg","Eye",17,4776.7,4964.7,200.3,"p19"
"29144",NA,15,"Folie8.jpg","Eye",15,4208.8,4228.6,33.4,"p19"
"29145",NA,2,"Folie3.jpg","Eye",9,3484.9,3517.1,25,"p19"
"29146","Grid",29,"Folie15.jpg","Eye",12,4220.4,4352.9,133.6,"p19"
"29147",NA,24,"Folie21.jpg","Eye",6,3832.3,3856.8,41.7,"p19"
"29148",NA,2,"Folie3.jpg","Eye",18,6717,6726.6,8.3,"p19"
"29149",NA,11,"Folie30.jpg","Eye",12,3899.2,3905.1,33.4,"p19"
"29150",NA,21,"Folie10.jpg","Eye",10,4086.1,4098.4,8.3,"p19"
"29151",NA,5,"Folie12.jpg","Eye",19,5820.1,5846.6,8.3,"p19"
"29152",NA,13,"Folie7.jpg","Eye",19,6939.4,6972.1,16.7,"p19"
"29153",NA,4,"Folie24.jpg","Eye",5,2268.7,2284.7,8.4,"p19"
"29154",NA,22,"Folie13.jpg","Eye",19,8314.1,8317.5,8.3,"p19"
"29155",NA,7,"Folie26.jpg","Eye",2,3868.3,4555.3,509.4,"p19"
"29156",NA,21,"Folie10.jpg","Eye",15,5130.7,5134.1,8.4,"p19"
"29157","Grid",28,"Folie6.jpg","Eye",11,3674,3854.8,158.6,"p19"
"29158","Target Word",15,"Folie8.jpg","Eye",7,3014.1,3302.4,526,"p19"
"29159",NA,30,"Folie17.jpg","Eye",27,7258.5,7315.5,8.3,"p19"
"29160","Fixation",16,"Folie27.jpg","Eye",24,7523.3,8707.2,818.3,"p19"
"29161",NA,18,"Folie11.jpg","Eye",23,7307.2,7366.4,8.3,"p19"
"29162","Target Word",17,"Folie1.jpg","Eye",7,2490.6,2911.2,342.5,"p19"
"29163","Grid",10,"Folie23.jpg","Eye",14,4582,4749.3,208.7,"p19"
"29164",NA,29,"Folie15.jpg","Eye",20,5068.5,5099.4,8.4,"p19"
"29165","Grid",28,"Folie6.jpg","Eye",6,2798.9,2899.7,100.1,"p19"
"29166","Grid",23,"Folie14.jpg","Eye",14,5176.1,5343,133.6,"p19"
"29167",NA,25,"Folie28.jpg","Eye",25,7682.6,7715.8,8.4,"p19"
"29168","Grid",23,"Folie14.jpg","Eye",6,2633.1,2861.8,200.4,"p19"
"29169",NA,1,"Folie19.jpg","Eye",1,4577.6,5017.7,509.4,"p19"
"29170",NA,14,"Folie20.jpg","Eye",12,5560.6,5541.9,33.4,"p19"
"29171",NA,8,"Folie22.jpg","Eye",2,6513.4,6657.1,133.7,"p19"
"29172","Grid",4,"Folie24.jpg","Eye",20,5125,5385.4,267,"p19"
"29173",NA,4,"Folie24.jpg","Eye",21,5701.1,5755.4,8.3,"p19"
"29174","Grid",7,"Folie26.jpg","Eye",9,3869.1,4037.7,142,"p19"
"29175",NA,27,"Folie18.jpg","Eye",10,4539.8,4564.7,8.3,"p19"
"29176","Grid",13,"Folie7.jpg","Eye",26,8408.1,8632.8,221.2,"p19"
"29177",NA,2,"Folie3.jpg","Eye",22,6832.8,6835.9,16.7,"p19"
"29178","Grid",2,"Folie3.jpg","Eye",13,4564.7,4768.8,200.3,"p19"
"29179",NA,8,"Folie22.jpg","Eye",2,5263.6,5642.5,350.7,"p19"
"29180",NA,8,"Folie22.jpg","Eye",16,4375,4373.1,25.1,"p19"
"29181","Grid",16,"Folie27.jpg","Eye",12,4237.3,4680.7,367.3,"p19"
"29182",NA,8,"Folie22.jpg","Eye",1,267.5,318.9,41.8,"p19"
"29183","Fixation",18,"Folie11.jpg","Eye",3,400.3,997.9,509.6,"p19"
"29184",NA,29,"Folie15.jpg","Eye",13,6556.5,6554.5,16.7,"p19"
"29185","Grid",28,"Folie6.jpg","Eye",11,3782.2,4120.1,325.5,"p19"
"29186","Grid",23,"Folie14.jpg","Eye",16,5305,6205.4,1151.9,"p19"
"29187",NA,21,"Folie10.jpg","Eye",16,4138.7,4179.6,16.7,"p19"
"29188","Grid",18,"Folie11.jpg","Eye",11,3521.6,3697.9,166.9,"p19"
"29189","Fixation",7,"Folie26.jpg","Eye",3,757.6,995.4,384,"p19"
"29190","Grid",1,"Folie19.jpg","Eye",8,3725.9,3888.4,175.4,"p19"
"29191","Grid",4,"Folie24.jpg","Eye",19,6012,6246.6,292.2,"p19"
"29192",NA,14,"Folie20.jpg","Eye",6,3027.9,3042.6,33.4,"p19"
"29193","Grid",30,"Folie17.jpg","Eye",10,3725.1,3846.4,150.3,"p19"
"29194",NA,8,"Folie22.jpg","Eye",13,4168.1,4183.9,8.4,"p19"
"29195",NA,21,"Folie10.jpg","Eye",3,5565.1,5982.4,517.6,"p19"
"29196","White Space",18,"Folie11.jpg","Eye",23,7750.5,9068,1177.3,"p19"
"29197",NA,4,"Folie24.jpg","Eye",2,356.9,338.6,8.4,"p19"
"29198","Target Word",6,"Folie9.jpg","Eye",5,2452.8,2558.8,133.5,"p19"
"29199","White Space",17,"Folie1.jpg","Eye",7,1544.5,1799.6,334,"p19"
"29200",NA,22,"Folie13.jpg","Eye",19,7153.5,7141.4,8.3,"p19"
"29201",NA,7,"Folie26.jpg","Eye",17,5556.1,5607.2,33.4,"p19"
"29202","Grid",20,"Folie29.jpg","Eye",9,3161.6,3358.7,192.1,"p19"
"29203","Target Word",3,"Folie25.jpg","Eye",15,6037.9,6490.6,484.1,"p19"
"29204",NA,17,"Folie1.jpg","Eye",10,4852.4,4867.6,8.4,"p19"
"29205",NA,8,"Folie22.jpg","Eye",11,3436.3,3421.6,16.7,"p19"
"29206",NA,9,"Folie16.jpg","Eye",2,570.5,600.5,8.4,"p19"
"29207","Grid",15,"Folie8.jpg","Eye",20,7375.5,7595.1,200.4,"p19"
"29208","Grid",10,"Folie23.jpg","Eye",9,3327.4,3568.6,233.7,"p19"
"29209","Fixation",13,"Folie7.jpg","Eye",25,8984.7,9093.2,325.7,"p19"
"29210","Grid",28,"Folie6.jpg","Eye",2,296.1,469.4,150.3,"p19"
"29211",NA,19,"Folie2.jpg","Eye",24,7738.5,7771.3,125.2,"p19"
"29212",NA,23,"Folie14.jpg","Eye",12,5455.4,5476.8,8.3,"p19"
"29213",NA,18,"Folie11.jpg","Eye",11,5222.8,5227.8,16.7,"p19"
"29214",NA,30,"Folie17.jpg","Eye",1,1256.7,1291.5,66.8,"p19"
"29215","Grid",30,"Folie17.jpg","Eye",9,3412.7,3548.3,100.2,"p19"
"29216",NA,17,"Folie1.jpg","Eye",3,2247.9,2293.9,41.7,"p19"
"29217","Grid",3,"Folie25.jpg","Eye",14,5885.5,6280.1,450.8,"p19"
"29218",NA,8,"Folie22.jpg","Eye",13,4596.5,4633.1,25.1,"p19"
"29219","Grid",7,"Folie26.jpg","Eye",29,8894.3,9083.3,200.5,"p19"
"29220","Grid",8,"Folie22.jpg","Eye",6,2689.2,2937,250.4,"p19"
"29221","Fixation",29,"Folie15.jpg","Eye",2,303.1,433.5,150.2,"p19"
"29222",NA,30,"Folie17.jpg","Eye",15,7897.6,7902.4,8.3,"p19"
"29223","Grid",24,"Folie21.jpg","Eye",33,8997.5,9105.8,66.8,"p19"
"29224",NA,12,"Folie4.jpg","Eye",5,1754.2,1771.1,8.4,"p19"
"29225","Grid",3,"Folie25.jpg","Eye",5,2372.8,2456.3,83.5,"p19"
"29226",NA,12,"Folie4.jpg","Eye",17,5792.4,5787.4,8.3,"p19"
"29227",NA,18,"Folie11.jpg","Eye",16,30453,30623.9,158.8,"p19"
"29228",NA,28,"Folie6.jpg","Eye",3,1242.9,1254.4,8.3,"p19"
"29229","Grid",24,"Folie21.jpg","Eye",6,2826.1,3107,283.9,"p19"
"29230","Grid",14,"Folie20.jpg","Eye",17,6002.5,6185.7,217,"p19"
"29231","Grid",28,"Folie6.jpg","Eye",26,8518.1,8942.3,413.3,"p19"
"29232","Grid",10,"Folie23.jpg","Eye",19,5102.4,5273.7,158.6,"p19"
"29233","White Space",8,"Folie22.jpg","Eye",23,7857.1,8105.1,175.2,"p19"
"29234",NA,1,"Folie19.jpg","Eye",7,3145.4,3153.8,8.3,"p19"
"29235",NA,21,"Folie10.jpg","Eye",13,3647.7,3665.2,25.1,"p19"
"29236",NA,10,"Folie23.jpg","Eye",28,6632.5,6670.1,8.4,"p19"
"29237",NA,10,"Folie23.jpg","Eye",21,7620.6,7679.8,8.4,"p19"
"29238","Grid",30,"Folie17.jpg","Eye",22,7358.1,7534.7,183.7,"p19"
"29239","Grid",6,"Folie9.jpg","Eye",4,2249.7,2344.4,91.9,"p19"
"29240",NA,18,"Folie11.jpg","Eye",9,3222.7,3239,41.7,"p19"
"29241","Target Word",7,"Folie26.jpg","Eye",7,2592.7,3006.2,367.6,"p19"
"29242","Grid",27,"Folie18.jpg","Eye",9,3474.4,3787.3,275.6,"p19"
"29243",NA,28,"Folie6.jpg","Eye",1,2692.4,2729.8,75.2,"p19"
"29244","Grid",18,"Folie11.jpg","Eye",25,7315.5,7661.6,342.5,"p19"
"29245","Target Word",9,"Folie16.jpg","Eye",9,2500.4,2873.4,355.3,"p19"
"29246","Grid",23,"Folie14.jpg","Eye",8,3191.4,3539.8,384.2,"p19"
"29247","Grid",16,"Folie27.jpg","Eye",3,1162.9,1167.8,167,"p19"
"29248","Grid",5,"Folie12.jpg","Eye",13,3655.5,3851.3,200.3,"p19"
"29249",NA,26,"Folie5.jpg","Eye",3,709.6,730.3,8.3,"p19"
"29250","Grid",6,"Folie9.jpg","Eye",29,8323.2,8598.9,317.3,"p19"
"29251",NA,6,"Folie9.jpg","Eye",18,6740.6,6757.4,33.4,"p19"
"29252",NA,28,"Folie6.jpg","Eye",5,2720.1,2772.6,41.8,"p19"
"29253","Grid",5,"Folie12.jpg","Eye",20,5175.6,5401.7,208.7,"p19"
"29254","Grid",7,"Folie26.jpg","Information",24,6244.4,6453.1,192,"p19"
"29255","Grid",16,"Folie27.jpg","Eye",13,3434.3,3684.8,242.4,"p19"
"29256",NA,23,"Folie14.jpg","Eye",14,4887.5,4909.2,8.3,"p19"
"29257","Grid",8,"Folie22.jpg","Eye",16,4371.4,4655.3,284,"p19"
"29258","Grid",27,"Folie18.jpg","Eye",12,5086.7,5224.7,108.6,"p19"
"29259","Grid",27,"Folie18.jpg","Eye",12,3639.7,3721.6,75.1,"p19"
"29260",NA,5,"Folie12.jpg","Eye",1,6263.9,6647.8,350.7,"p19"
"29261",NA,6,"Folie9.jpg","Eye",24,8401.1,8409.5,25.1,"p19"
"29262","Grid",12,"Folie4.jpg","Eye",20,5186.5,5421.7,259,"p19"
"29263",NA,7,"Folie26.jpg","Eye",1,273.9,340.7,58.5,"p19"
"29264",NA,6,"Folie9.jpg","Eye",2,595.9,604.7,8.4,"p19"
"29265",NA,15,"Folie8.jpg","Eye",14,4290.9,4316.9,25.1,"p19"
"29266",NA,15,"Folie8.jpg","Eye",15,5072,5071.6,8.4,"p19"
"29267","Target Word",29,"Folie15.jpg","Eye",11,2510,2717.5,192,"p19"
"29268","Grid",15,"Folie8.jpg","Information",7,2919.5,3070.2,133.6,"p19"
"29269","Grid",25,"Folie28.jpg","Eye",14,4565,4731.7,233.9,"p19"
"29270",NA,10,"Folie23.jpg","Eye",26,7764,7791.5,41.8,"p19"
"29271",NA,24,"Folie21.jpg","Eye",22,6612,6635.8,8.3,"p20"
"29272",NA,29,"Folie15.jpg","Eye",32,9087.9,9075.1,8.3,"p20"
"29273","Grid",11,"Folie30.jpg","Eye",11,3526.5,3685.8,183.7,"p20"
"29274","Grid",4,"Folie24.jpg","Eye",19,6012,6146.4,150.3,"p20"
"29275",NA,26,"Folie5.jpg","Eye",28,9029.4,9081.7,58.4,"p20"
"29276","Grid",12,"Folie4.jpg","Eye",1,1.8,176.4,166.9,"p20"
"29277","Grid",18,"Folie11.jpg","Eye",4,1544.2,1943.6,242.2,"p20"
"29278",NA,22,"Folie13.jpg","Eye",6,2655,2730.4,33.4,"p20"
"29279","Fixation",14,"Folie20.jpg","Eye",2,372,477,108.6,"p20"
"29280","Fixation",5,"Folie12.jpg","Eye",2,313,463.4,158.6,"p20"
"29281",NA,8,"Folie22.jpg","Eye",1,235.9,294.3,58.4,"p20"
"29282","Grid",16,"Folie27.jpg","Eye",15,4587.7,4790.9,175.4,"p20"
"29283",NA,11,"Folie30.jpg","Eye",4,2099,2167,133.7,"p20"
