Trial	Trial Start Raw Time [ms]	Stimulus	Export Start Trial Time [ms]	Export End Trial Time [ms]	Participant	Color	Tracking Ratio [%]	Category Group	Category	Eye L/R	Index	Event Start Trial Time [ms]	Event End Trial Time [ms]	Event Start Raw Time [ms]	Event End Raw Time [ms]	Event Duration [ms]	Fixation Position X [px]	Fixation Position Y [px]	Fixation Average Pupil Size X [px]	Fixation Average Pupil Size Y [px]	Fixation Average Pupil Diameter [mm]	Fixation Dispersion X [px]	Fixation Dispersion Y [px]	Saccade Start Position X [px]	Saccade Start Position Y [px]	Saccade End Position X [px]	Saccade End Position Y [px]	Saccade Amplitude [°]	Saccade Acceleration Average [°/s²]	Saccade Acceleration Peak [°/s²]	Saccade Deceleration Peak [°/s²]	Saccade Velocity Average [°/s]	Saccade Velocity Peak [°/s]	Saccade Peak Velocity at [%]	AOI Name	Port Status	Annotation Name	Annotation Description	Annotation Tags	Mouse Position X [px]	Mouse Position Y [px]	Scroll Direction X	Scroll Direction Y	Content
Trial023	11105338.6	Folie14.jpg	0.0	9000.0	B002VS101	CornflowerBlue	87.4	Eye	Fixation	Right	11	5510.5	5953.1	11110849.1	11111291.7	442.6	1089.2	382.3	13.0	13.0	3.3	59.4	36.3	-	-	-	-	-	-	-	-	-	-	-	Cell 7	-	-	-	-	-	-	-	-	-
Trial023	11105338.6	Folie14.jpg	0.0	9000.0	B002VS101	CornflowerBlue	87.4	Eye	Saccade	Right	9	5953.1	5970.1	11111291.7	11111308.7	17.0	-	-	-	-	-	-	-	1064.6	393.2	1172.5	391.2	0.6	2822.0	4243.2	-4205.9	37.9	144.1	100.0	-	-	-	-	-	-	-	-	-	-
Trial023	11105338.6	Folie14.jpg	0.0	9000.0	B002VS101	CornflowerBlue	87.4	Eye	Fixation	Right	12	5970.1	6222.3	11111308.7	11111560.9	252.2	1179.9	393.6	12.9	12.9	3.3	15.0	7.1	-	-	-	-	-	-	-	-	-	-	-	Cell 7	-	-	-	-	-	-	-	-	-
Trial023	11105338.6	Folie14.jpg	0.0	9000.0	B002VS101	CornflowerBlue	87.4	Eye	Saccade	Right	10	6222.3	6239.0	11111560.9	11111577.6	16.7	-	-	-	-	-	-	-	1185.1	390.1	1090.0	382.4	0.6	2607.0	3741.7	-3598.1	37.7	127.3	100.0	-	-	-	-	-	-	-	-	-	-
Trial023	11105338.6	Folie14.jpg	0.0	9000.0	B002VS101	CornflowerBlue	87.4	Eye	Fixation	Right	13	6239.0	6439.4	11111577.6	11111778.1	200.5	1070.3	388.4	12.9	12.9	3.3	24.4	9.1	-	-	-	-	-	-	-	-	-	-	-	Cell 7	-	-	-	-	-	-	-	-	-
Trial023	11105338.6	Folie14.jpg	0.0	9000.0	B002VS101	CornflowerBlue	87.4	Eye	Saccade	Right	11	6439.4	6456.1	11111778.1	11111794.8	16.7	-	-	-	-	-	-	-	1065.7	390.9	1174.7	388.3	0.6	2872.4	4359.4	-4061.0	38.7	145.6	100.0	-	-	-	-	-	-	-	-	-	-
Trial023	11105338.6	Folie14.jpg	0.0	9000.0	B002VS101	CornflowerBlue	87.4	Eye	Fixation	Right	14	6456.1	6639.9	11111794.8	11111978.5	183.7	1190.6	382.9	12.9	12.9	3.3	23.0	9.6	-	-	-	-	-	-	-	-	-	-	-	Cell 7	-	-	-	-	-	-	-	-	-
Trial023	11105338.6	Folie14.jpg	0.0	9000.0	B002VS101	CornflowerBlue	87.4	Eye	Saccade	Right	12	6639.9	6673.3	11111978.5	11112011.9	33.4	-	-	-	-	-	-	-	1197.8	380.3	932.5	376.1	2.5	5058.5	6630.1	-6163.3	73.9	223.7	100.0	-	-	-	-	-	-	-	-	-	-
Trial023	11105338.6	Folie14.jpg	0.0	9000.0	B002VS101	CornflowerBlue	87.4	Eye	Fixation	Right	15	6673.3	7057.4	11112011.9	11112396.0	384.1	895.1	380.5	13.2	13.2	3.3	66.0	17.7	-	-	-	-	-	-	-	-	-	-	-	Cell 4	-	-	-	-	-	-	-	-	-
Trial023	11105338.6	Folie14.jpg	0.0	9000.0	B002VS101	CornflowerBlue	87.4	Eye	Saccade	Right	13	7057.4	7107.5	11112396.0	11112446.1	50.1	-	-	-	-	-	-	-	866.8	391.6	1366.4	393.6	5.7	6206.9	9150.2	-6220.4	114.2	309.5	33.3	-	-	-	-	-	-	-	-	-	-
Trial023	11105338.6	Folie14.jpg	0.0	9000.0	B002VS101	CornflowerBlue	87.4	Eye	Fixation	Right	16	7107.5	7224.3	11112446.1	11112563.0	116.9	1374.1	393.8	13.1	13.1	3.3	11.3	4.5	-	-	-	-	-	-	-	-	-	-	-	Cell 10	-	-	-	-	-	-	-	-	-
Trial023	11105338.6	Folie14.jpg	0.0	9000.0	B002VS101	CornflowerBlue	87.4	Eye	Saccade	Right	14	7224.3	7274.4	11112563.0	11112613.0	50.1	-	-	-	-	-	-	-	1374.8	390.5	701.9	383.8	7.6	8984.6	11692.9	-11682.9	152.2	394.8	66.7	-	-	-	-	-	-	-	-	-	-
Trial023	11105338.6	Folie14.jpg	0.0	9000.0	B002VS101	CornflowerBlue	87.4	Eye	Fixation	Right	17	7274.4	7825.4	11112613.0	11113164.0	551.0	710.1	394.4	13.5	13.5	3.4	38.0	22.8	-	-	-	-	-	-	-	-	-	-	-	Cell 4	-	-	-	-	-	-	-	-	-
Trial023	11105338.6	Folie14.jpg	0.0	9000.0	B002VS101	CornflowerBlue	87.4	Eye	Saccade	Right	15	7825.4	7858.8	11113164.0	11113197.4	33.4	-	-	-	-	-	-	-	728.3	405.2	724.0	652.2	2.6	4278.2	7897.2	-7294.6	78.6	268.8	100.0	-	-	-	-	-	-	-	-	-	-
Trial023	11105338.6	Folie14.jpg	0.0	9000.0	B002VS101	CornflowerBlue	87.4	Eye	Fixation	Right	18	7858.8	8092.4	11113197.4	11113431.0	233.6	729.9	633.0	13.4	13.4	3.3	8.0	41.4	-	-	-	-	-	-	-	-	-	-	-	Cell 5	-	-	-	-	-	-	-	-	-
Trial023	11105338.6	Folie14.jpg	0.0	9000.0	B002VS101	CornflowerBlue	87.4	Eye	Saccade	Right	16	8092.4	8109.1	11113431.0	11113447.7	16.7	-	-	-	-	-	-	-	731.0	610.7	731.6	422.5	1.2	5209.7	7403.5	-7350.5	72.8	251.1	100.0	-	-	-	-	-	-	-	-	-	-
Trial023	11105338.6	Folie14.jpg	0.0	9000.0	B002VS101	CornflowerBlue	87.4	Eye	Fixation	Right	19	8109.1	8309.3	11113447.7	11113647.9	200.2	736.7	426.9	13.4	13.4	3.3	9.4	8.1	-	-	-	-	-	-	-	-	-	-	-	Cell 4	-	-	-	-	-	-	-	-	-
Trial023	11105338.6	Folie14.jpg	0.0	9000.0	B002VS101	CornflowerBlue	87.4	Eye	Saccade	Right	17	8309.3	8342.7	11113647.9	11113681.3	33.4	-	-	-	-	-	-	-	739.6	426.5	739.1	424.6	15.1	33793.3	33842.2	-33803.0	452.9	1129.5	50.0	-	-	-	-	-	-	-	-	-	-
Trial023	11105338.6	Folie14.jpg	0.0	9000.0	B002VS101	CornflowerBlue	87.4	Eye	Fixation	Right	20	8342.7	8793.2	11113681.3	11114131.9	450.6	720.8	403.4	13.3	13.3	3.3	33.3	36.7	-	-	-	-	-	-	-	-	-	-	-	Cell 4	-	-	-	-	-	-	-	-	-
Trial023	11105338.6	Folie14.jpg	0.0	9000.0	B002VS101	CornflowerBlue	87.4	Eye	Saccade	Right	18	8793.2	8809.9	11114131.9	11114148.6	16.7	-	-	-	-	-	-	-	709.2	395.9	862.0	392.6	0.9	4075.7	5976.1	-6042.0	55.1	203.9	100.0	-	-	-	-	-	-	-	-	-	-
Trial023	11105338.6	Folie14.jpg	0.0	9000.0	B002VS101	CornflowerBlue	87.4	Eye	Fixation	Right	21	8809.9	8993.5	11114148.6	11114332.2	183.6	859.3	397.6	13.3	13.3	3.3	6.6	8.1	-	-	-	-	-	-	-	-	-	-	-	Cell 4	-	-	-	-	-	-	-	-	-
Trial023	11105338.6	Folie14.jpg	0.0	9000.0	B002VS101	CornflowerBlue	87.4	Eye	Saccade	Right	19	8993.5	9077.0	11114332.2	11114415.6	83.5	-	-	-	-	-	-	-	862.1	399.0	955.7	142.7	5.1	3597.9	7393.9	-7099.9	60.6	248.4	40.0	-	-	-	-	-	-	-	-	-	-
Trial024	11114422.4	Folie21.jpg	0.0	9000.0	B002VS101	CornflowerBlue	83.2	Information	Separator	-	1	0.0	-	11114422.4	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	folie21.jpg
Trial024	11114422.4	Folie21.jpg	0.0	9000.0	B002VS101	CornflowerBlue	83.2	Eye	Fixation	Right	1	9.9	260.3	11114432.3	11114682.7	250.4	964.0	146.0	13.0	13.0	3.3	13.9	9.5	-	-	-	-	-	-	-	-	-	-	-	Target Word	-	-	-	-	-	-	-	-	-
Trial024	11114422.4	Folie21.jpg	0.0	9000.0	B002VS101	CornflowerBlue	83.2	Eye	Saccade	Right	1	260.3	327.0	11114682.7	11114749.5	66.8	-	-	-	-	-	-	-	965.7	141.6	171.1	452.2	10.9	7051.7	11251.6	-9954.7	163.9	375.5	50.0	-	-	-	-	-	-	-	-	-	-
Trial024	11114422.4	Folie21.jpg	0.0	9000.0	B002VS101	CornflowerBlue	83.2	Eye	Fixation	Right	2	327.0	494.0	11114749.5	11114916.4	166.9	169.0	455.4	13.0	13.0	3.3	10.0	5.8	-	-	-	-	-	-	-	-	-	-	-	Fixation	-	-	-	-	-	-	-	-	-
Trial024	11114422.4	Folie21.jpg	0.0	9000.0	B002VS101	CornflowerBlue	83.2	Eye	Saccade	Right	2	494.0	510.7	11114916.4	11114933.1	16.7	-	-	-	-	-	-	-	161.9	458.0	74.0	467.7	0.6	2308.7	3503.3	-3422.5	33.7	118.0	100.0	-	-	-	-	-	-	-	-	-	-
Trial024	11114422.4	Folie21.jpg	0.0	9000.0	B002VS101	CornflowerBlue	83.2	Eye	Fixation	Right	3	510.7	1862.8	11114933.1	11116285.2	1352.1	66.3	489.1	13.0	13.0	3.3	18.6	40.3	-	-	-	-	-	-	-	-	-	-	-	Fixation	-	-	-	-	-	-	-	-	-
Trial024	11114422.4	Folie21.jpg	0.0	9000.0	B002VS101	CornflowerBlue	83.2	Eye	Saccade	Right	3	1862.8	1929.6	11116285.2	11116352.0	66.8	-	-	-	-	-	-	-	66.5	494.2	842.4	181.9	11.1	7984.2	15288.2	-9074.5	166.0	516.9	50.0	-	-	-	-	-	-	-	-	-	-
Trial024	11114422.4	Folie21.jpg	0.0	9000.0	B002VS101	CornflowerBlue	83.2	Eye	Fixation	Right	4	1929.6	2246.8	11116352.0	11116669.2	317.2	848.2	192.1	13.2	13.2	3.3	26.0	23.2	-	-	-	-	-	-	-	-	-	-	-	Target Word	-	-	-	-	-	-	-	-	-
Trial024	11114422.4	Folie21.jpg	0.0	9000.0	B002VS101	CornflowerBlue	83.2	Eye	Saccade	Right	4	2246.8	2263.5	11116669.2	11116685.9	16.7	-	-	-	-	-	-	-	857.7	202.3	944.3	194.3	0.6	2381.2	3425.4	-3359.4	36.6	116.0	100.0	-	-	-	-	-	-	-	-	-	-
Trial024	11114422.4	Folie21.jpg	0.0	9000.0	B002VS101	CornflowerBlue	83.2	Eye	Fixation	Right	5	2263.5	2430.4	11116685.9	11116852.9	167.0	957.1	181.9	13.0	13.0	3.3	15.7	18.2	-	-	-	-	-	-	-	-	-	-	-	Target Word	-	-	-	-	-	-	-	-	-
Trial024	11114422.4	Folie21.jpg	0.0	9000.0	B002VS101	CornflowerBlue	83.2	Eye	Saccade	Right	5	2430.4	2480.5	11116852.9	11116903.0	50.1	-	-	-	-	-	-	-	959.7	176.1	466.6	403.0	6.3	6998.6	10663.0	-9862.4	126.5	357.6	66.7	-	-	-	-	-	-	-	-	-	-
Trial024	11114422.4	Folie21.jpg	0.0	9000.0	B002VS101	CornflowerBlue	83.2	Eye	Fixation	Right	6	2480.5	2764.3	11116903.0	11117186.7	283.8	433.9	401.4	13.1	13.1	3.3	59.2	10.4	-	-	-	-	-	-	-	-	-	-	-	Cell 1	-	-	-	-	-	-	-	-	-
Trial024	11114422.4	Folie21.jpg	0.0	9000.0	B002VS101	CornflowerBlue	83.2	Eye	Saccade	Right	6	2764.3	2797.7	11117186.7	11117220.1	33.4	-	-	-	-	-	-	-	407.4	408.4	373.0	619.3	2.1	4026.1	4452.7	-4119.3	63.6	155.6	50.0	-	-	-	-	-	-	-	-	-	-
Trial024	11114422.4	Folie21.jpg	0.0	9000.0	B002VS101	CornflowerBlue	83.2	Eye	Fixation	Right	7	2797.7	2981.3	11117220.1	11117403.7	183.6	352.5	619.5	13.0	13.0	3.3	27.6	14.5	-	-	-	-	-	-	-	-	-	-	-	Cell 2	-	-	-	-	-	-	-	-	-
Trial024	11114422.4	Folie21.jpg	0.0	9000.0	B002VS101	CornflowerBlue	83.2	Eye	Saccade	Right	7	2981.3	3014.7	11117403.7	11117437.1	33.4	-	-	-	-	-	-	-	345.4	627.5	661.6	404.6	3.6	7680.7	12784.8	-12522.0	108.2	426.9	50.0	-	-	-	-	-	-	-	-	-	-
Trial024	11114422.4	Folie21.jpg	0.0	9000.0	B002VS101	CornflowerBlue	83.2	Eye	Fixation	Right	8	3014.7	3265.1	11117437.1	11117687.5	250.4	668.5	411.1	13.0	13.0	3.3	17.0	21.4	-	-	-	-	-	-	-	-	-	-	-	Cell 4	-	-	-	-	-	-	-	-	-
Trial024	11114422.4	Folie21.jpg	0.0	9000.0	B002VS101	CornflowerBlue	83.2	Eye	Saccade	Right	8	3265.1	3281.8	11117687.5	11117704.2	16.7	-	-	-	-	-	-	-	677.8	417.9	865.4	177.1	2.1	8609.9	12141.5	-11456.7	124.1	407.0	100.0	-	-	-	-	-	-	-	-	-	-
Trial024	11114422.4	Folie21.jpg	0.0	9000.0	B002VS101	CornflowerBlue	83.2	Eye	Fixation	Right	9	3281.8	3465.4	11117704.2	11117887.8	183.6	922.3	171.9	13.0	13.0	3.2	75.4	23.5	-	-	-	-	-	-	-	-	-	-	-	Target Word	-	-	-	-	-	-	-	-	-
Trial024	11114422.4	Folie21.jpg	0.0	9000.0	B002VS101	CornflowerBlue	83.2	Eye	Saccade	Right	9	3465.4	3482.1	11117887.8	11117904.5	16.7	-	-	-	-	-	-	-	940.8	164.6	942.8	162.1	0.1	72.7	35.3	-180.8	8.7	10.4	100.0	-	-	-	-	-	-	-	-	-	-
Trial024	11114422.4	Folie21.jpg	0.0	9000.0	B002VS101	CornflowerBlue	83.2	Eye	Fixation	Right	10	3482.1	3599.0	11117904.5	11118021.4	116.9	960.0	163.2	13.1	13.1	3.3	28.3	1.9	-	-	-	-	-	-	-	-	-	-	-	Target Word	-	-	-	-	-	-	-	-	-
Trial024	11114422.4	Folie21.jpg	0.0	9000.0	B002VS101	CornflowerBlue	83.2	Eye	Saccade	Right	10	3599.0	3615.7	11118021.4	11118038.1	16.7	-	-	-	-	-	-	-	971.2	163.5	1115.2	328.7	1.3	5667.4	8680.5	-8211.2	76.1	292.4	100.0	-	-	-	-	-	-	-	-	-	-
Trial024	11114422.4	Folie21.jpg	0.0	9000.0	B002VS101	CornflowerBlue	83.2	Eye	Fixation	Right	11	3615.7	3849.3	11118038.1	11118271.8	233.7	1102.3	351.2	13.2	13.2	3.3	50.2	48.9	-	-	-	-	-	-	-	-	-	-	-	Cell 7	-	-	-	-	-	-	-	-	-
Trial024	11114422.4	Folie21.jpg	0.0	9000.0	B002VS101	CornflowerBlue	83.2	Eye	Saccade	Right	11	3849.3	3899.4	11118271.8	11118321.9	50.1	-	-	-	-	-	-	-	1071.5	372.8	1348.6	381.2	3.3	4273.2	6562.0	-6690.5	65.4	227.2	66.7	-	-	-	-	-	-	-	-	-	-
Trial024	11114422.4	Folie21.jpg	0.0	9000.0	B002VS101	CornflowerBlue	83.2	Eye	Fixation	Right	12	3899.4	4133.1	11118321.9	11118555.5	233.7	1356.8	379.4	13.2	13.2	3.3	22.4	34.3	-	-	-	-	-	-	-	-	-	-	-	Cell 10	-	-	-	-	-	-	-	-	-
Trial024	11114422.4	Folie21.jpg	0.0	9000.0	B002VS101	CornflowerBlue	83.2	Eye	Saccade	Right	12	4133.1	4149.8	11118555.5	11118572.2	16.7	-	-	-	-	-	-	-	1368.1	405.9	1381.5	583.7	1.3	4917.1	6993.5	-6864.8	76.2	238.0	100.0	-	-	-	-	-	-	-	-	-	-
Trial024	11114422.4	Folie21.jpg	0.0	9000.0	B002VS101	CornflowerBlue	83.2	Eye	Fixation	Right	13	4149.8	4350.1	11118572.2	11118772.5	200.3	1391.2	580.8	13.1	13.1	3.3	18.4	16.2	-	-	-	-	-	-	-	-	-	-	-	Cell 11	-	-	-	-	-	-	-	-	-
Trial024	11114422.4	Folie21.jpg	0.0	9000.0	B002VS101	CornflowerBlue	83.2	Eye	Saccade	Right	13	4350.1	4383.5	11118772.5	11118805.9	33.4	-	-	-	-	-	-	-	1384.0	588.0	1086.3	592.1	2.9	5601.4	8144.7	-7674.5	87.6	273.1	50.0	-	-	-	-	-	-	-	-	-	-
Trial024	11114422.4	Folie21.jpg	0.0	9000.0	B002VS101	CornflowerBlue	83.2	Eye	Fixation	Right	14	4383.5	4533.7	11118805.9	11118956.1	150.2	1096.1	606.3	13.2	13.2	3.3	14.8	26.8	-	-	-	-	-	-	-	-	-	-	-	Cell 8	-	-	-	-	-	-	-	-	-
Trial024	11114422.4	Folie21.jpg	0.0	9000.0	B002VS101	CornflowerBlue	83.2	Eye	Saccade	Right	14	4533.7	4567.1	11118956.1	11118989.5	33.4	-	-	-	-	-	-	-	1090.6	618.8	1375.8	836.2	3.3	6795.3	8604.7	-7520.8	97.8	291.0	100.0	-	-	-	-	-	-	-	-	-	-
Trial024	11114422.4	Folie21.jpg	0.0	9000.0	B002VS101	CornflowerBlue	83.2	Eye	Fixation	Right	15	4567.1	4767.4	11118989.5	11119189.8	200.3	1392.0	853.3	13.2	13.2	3.3	25.6	28.0	-	-	-	-	-	-	-	-	-	-	-	Cell 12	-	-	-	-	-	-	-	-	-
Trial024	11114422.4	Folie21.jpg	0.0	9000.0	B002VS101	CornflowerBlue	83.2	Eye	Saccade	Right	15	4767.4	4784.1	11119189.8	11119206.5	16.7	-	-	-	-	-	-	-	1398.6	858.3	1162.2	856.2	1.6	6729.4	9322.1	-9149.5	96.2	315.4	100.0	-	-	-	-	-	-	-	-	-	-
Trial024	11114422.4	Folie21.jpg	0.0	9000.0	B002VS101	CornflowerBlue	83.2	Eye	Fixation	Right	16	4784.1	4984.4	11119206.5	11119406.8	200.3	1107.7	861.9	13.3	13.3	3.3	64.9	13.8	-	-	-	-	-	-	-	-	-	-	-	Cell 9	-	-	-	-	-	-	-	-	-
Trial024	11114422.4	Folie21.jpg	0.0	9000.0	B002VS101	CornflowerBlue	83.2	Eye	Saccade	Right	16	4984.4	5001.1	11119406.8	11119423.5	16.7	-	-	-	-	-	-	-	1097.3	870.0	902.5	870.9	1.2	5278.4	7738.7	-7524.8	71.0	260.0	100.0	-	-	-	-	-	-	-	-	-	-
Trial024	11114422.4	Folie21.jpg	0.0	9000.0	B002VS101	CornflowerBlue	83.2	Eye	Fixation	Right	17	5001.1	5084.5	11119423.5	11119507.0	83.5	882.7	875.7	13.5	13.5	3.3	29.7	7.3	-	-	-	-	-	-	-	-	-	-	-	Cell 6	-	-	-	-	-	-	-	-	-
Trial024	11114422.4	Folie21.jpg	0.0	9000.0	B002VS101	CornflowerBlue	83.2	Eye	Saccade	Right	17	5084.5	5101.2	11119507.0	11119523.6	16.7	-	-	-	-	-	-	-	872.8	877.6	1063.5	880.3	1.6	6033.3	7486.7	-7374.9	93.1	254.4	100.0	-	-	-	-	-	-	-	-	-	-
Trial024	11114422.4	Folie21.jpg	0.0	9000.0	B002VS101	CornflowerBlue	83.2	Eye	Fixation	Right	18	5101.2	5184.7	11119523.6	11119607.1	83.5	1139.8	880.9	13.3	13.3	3.3	96.1	2.1	-	-	-	-	-	-	-	-	-	-	-	Cell 9	-	-	-	-	-	-	-	-	-
Trial024	11114422.4	Folie21.jpg	0.0	9000.0	B002VS101	CornflowerBlue	83.2	Eye	Saccade	Right	18	5184.7	5201.4	11119607.1	11119623.8	16.7	-	-	-	-	-	-	-	1159.6	880.6	1160.7	878.2	0.0	17.9	13.8	-30.8	2.3	3.5	100.0	-	-	-	-	-	-	-	-	-	-
Trial024	11114422.4	Folie21.jpg	0.0	9000.0	B002VS101	CornflowerBlue	83.2	Eye	Fixation	Right	19	5201.4	5401.7	11119623.8	11119824.2	200.4	1195.7	878.3	13.2	13.2	3.2	61.3	2.5	-	-	-	-	-	-	-	-	-	-	-	Cell 9	-	-	-	-	-	-	-	-	-
Trial024	11114422.4	Folie21.jpg	0.0	9000.0	B002VS101	CornflowerBlue	83.2	Eye	Blink	Right	1	5418.4	6420.2	11119840.9	11120842.6	1001.7	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Trial024	11114422.4	Folie21.jpg	0.0	9000.0	B002VS101	CornflowerBlue	83.2	Eye	Fixation	Right	20	6420.2	6486.9	11120842.6	11120909.4	66.8	849.4	900.1	15.6	15.6	-	11.0	31.2	-	-	-	-	-	-	-	-	-	-	-	Cell 6	-	-	-	-	-	-	-	-	-
Trial024	11114422.4	Folie21.jpg	0.0	9000.0	B002VS101	CornflowerBlue	83.2	Eye	Blink	Right	2	6503.6	6670.5	11120926.1	11121093.0	166.9	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Trial024	11114422.4	Folie21.jpg	0.0	9000.0	B002VS101	CornflowerBlue	83.2	Eye	Fixation	Right	21	6670.5	6820.8	11121093.0	11121243.2	150.2	706.1	905.0	14.9	14.9	3.7	25.8	30.0	-	-	-	-	-	-	-	-	-	-	-	Cell 6	-	-	-	-	-	-	-	-	-
Trial024	11114422.4	Folie21.jpg	0.0	9000.0	B002VS101	CornflowerBlue	83.2	Eye	Saccade	Right	19	6820.8	6854.2	11121243.2	11121276.6	33.4	-	-	-	-	-	-	-	700.1	914.5	698.7	913.1	20.3	45206.8	45221.3	-45231.3	607.5	1512.8	50.0	-	-	-	-	-	-	-	-	-	-
Trial024	11114422.4	Folie21.jpg	0.0	9000.0	B002VS101	CornflowerBlue	83.2	Eye	Fixation	Right	22	6854.2	7071.1	11121276.6	11121493.6	217.0	704.7	913.8	14.7	14.7	3.6	25.1	10.9	-	-	-	-	-	-	-	-	-	-	-	Cell 6	-	-	-	-	-	-	-	-	-
Trial024	11114422.4	Folie21.jpg	0.0	9000.0	B002VS101	CornflowerBlue	83.2	Eye	Saccade	Right	20	7071.1	7088.2	11121493.6	11121510.6	17.0	-	-	-	-	-	-	-	720.1	911.9	792.0	906.0	0.9	2812.7	2951.4	-2789.3	52.5	102.7	100.0	-	-	-	-	-	-	-	-	-	-
Trial024	11114422.4	Folie21.jpg	0.0	9000.0	B002VS101	CornflowerBlue	83.2	Eye	Fixation	Right	23	7088.2	7207.3	11121510.6	11121629.7	119.1	856.4	908.5	14.4	14.4	3.5	79.4	8.4	-	-	-	-	-	-	-	-	-	-	-	Cell 6	-	-	-	-	-	-	-	-	-
Trial024	11114422.4	Folie21.jpg	0.0	9000.0	B002VS101	CornflowerBlue	83.2	Eye	Blink	Right	3	7224.3	7411.5	11121646.7	11121833.9	187.2	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Trial024	11114422.4	Folie21.jpg	0.0	9000.0	B002VS101	CornflowerBlue	83.2	Eye	Fixation	Right	24	7411.5	7649.8	11121833.9	11122072.2	238.3	924.6	190.3	13.9	13.9	3.5	59.6	40.1	-	-	-	-	-	-	-	-	-	-	-	Target Word	-	-	-	-	-	-	-	-	-
Trial024	11114422.4	Folie21.jpg	0.0	9000.0	B002VS101	CornflowerBlue	83.2	Eye	Blink	Right	4	7666.8	7785.9	11122089.2	11122208.4	119.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Trial024	11114422.4	Folie21.jpg	0.0	9000.0	B002VS101	CornflowerBlue	83.2	Eye	Fixation	Right	25	7785.9	7939.1	11122208.4	11122361.5	153.2	920.2	929.2	14.0	14.0	3.5	40.9	56.8	-	-	-	-	-	-	-	-	-	-	-	Cell 6	-	-	-	-	-	-	-	-	-
Trial024	11114422.4	Folie21.jpg	0.0	9000.0	B002VS101	CornflowerBlue	83.2	Eye	Saccade	Right	21	7939.1	7955.8	11122361.5	11122378.3	16.7	-	-	-	-	-	-	-	897.8	939.0	895.4	934.9	0.2	196.4	177.7	-326.2	9.6	16.8	0.0	-	-	-	-	-	-	-	-	-	-
Trial024	11114422.4	Folie21.jpg	0.0	9000.0	B002VS101	CornflowerBlue	83.2	Eye	Fixation	Right	26	7955.8	8106.2	11122378.3	11122528.6	150.3	880.5	932.9	14.1	14.1	3.6	27.6	10.4	-	-	-	-	-	-	-	-	-	-	-	Cell 6	-	-	-	-	-	-	-	-	-
Trial024	11114422.4	Folie21.jpg	0.0	9000.0	B002VS101	CornflowerBlue	83.2	Eye	Saccade	Right	22	8106.2	8206.4	11122528.6	11122628.8	100.3	-	-	-	-	-	-	-	867.8	928.3	685.9	924.2	36.7	24385.6	45214.2	-45160.4	366.1	1511.7	100.0	-	-	-	-	-	-	-	-	-	-
Trial024	11114422.4	Folie21.jpg	0.0	9000.0	B002VS101	CornflowerBlue	83.2	Eye	Fixation	Right	27	8206.4	8507.2	11122628.8	11122929.6	300.8	692.4	921.2	13.6	13.6	3.5	29.5	7.4	-	-	-	-	-	-	-	-	-	-	-	Cell 6	-	-	-	-	-	-	-	-	-
Trial024	11114422.4	Folie21.jpg	0.0	9000.0	B002VS101	CornflowerBlue	83.2	Eye	Blink	Right	5	8523.9	8691.0	11122946.3	11123113.4	167.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Trial024	11114422.4	Folie21.jpg	0.0	9000.0	B002VS101	CornflowerBlue	83.2	Eye	Fixation	Right	28	8691.0	8807.9	11123113.4	11123230.4	117.0	963.0	212.6	13.6	13.6	3.5	6.9	25.9	-	-	-	-	-	-	-	-	-	-	-	Target Word	-	-	-	-	-	-	-	-	-
Trial024	11114422.4	Folie21.jpg	0.0	9000.0	B002VS101	CornflowerBlue	83.2	Eye	Saccade	Right	23	8807.9	8841.3	11123230.4	11123263.8	33.4	-	-	-	-	-	-	-	961.2	199.8	959.6	194.8	17.4	38648.7	38709.7	-38681.2	521.1	1295.1	50.0	-	-	-	-	-	-	-	-	-	-
Trial024	11114422.4	Folie21.jpg	0.0	9000.0	B002VS101	CornflowerBlue	83.2	Eye	Fixation	Right	29	8841.3	9075.0	11123263.8	11123497.4	233.7	963.8	179.1	14.0	14.0	3.6	17.7	22.5	-	-	-	-	-	-	-	-	-	-	-	Target Word	-	-	-	-	-	-	-	-	-
Trial025	11123511.6	Folie28.jpg	0.0	9000.0	B002VS101	CornflowerBlue	89.5	Information	Separator	-	1	0.0	-	11123511.6	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	folie28.jpg
Trial025	11123511.6	Folie28.jpg	0.0	9000.0	B002VS101	CornflowerBlue	89.5	Eye	Fixation	Right	1	2.5	236.1	11123514.1	11123747.7	233.6	981.2	181.8	14.6	14.6	3.8	6.0	10.2	-	-	-	-	-	-	-	-	-	-	-	Target Word	-	-	-	-	-	-	-	-	-
